H,split,model,percentile,threshold,tail_MAE,tail_RMSE,n_tail,tau,val_obj
12,test,SG-Huber,95,24.399999618530273,3.710092803473883,4.327984679498178,2609,6.0,
12,test,SG-Huber,99,29.4921875,5.345274561095041,5.673854537378896,520,6.0,
12,test,SG-Ridge,90,20.899999618530273,3.162484645843506,3.762085450105955,5205,6.0,
12,test,SG-Ridge,95,24.399999618530273,3.6366782188415527,4.247308439770292,2609,6.0,
12,test,SG-Ridge,99,29.4921875,5.270148277282715,5.5989481891865465,520,6.0,
12,test,Tuned-Huber-Graph,90,20.899999618530273,3.2179762497546007,3.829397936013476,5205,6.0,3.340831781052185
12,test,Tuned-Huber-Graph,95,24.399999618530273,3.7251666657123566,4.341551063452395,2609,6.0,3.340831781052185
12,test,Tuned-Huber-Graph,99,29.4921875,5.362295893878244,5.69291392658332,520,6.0,3.340831781052185
12,test,Tuned-Hybrid,90,20.899999618530273,2.2793882466871724,3.0729753470501042,5205,6.0,3.340831781052185
12,test,Tuned-Hybrid,95,24.399999618530273,2.218043777174981,3.052991837806174,2609,6.0,3.340831781052185
12,test,Tuned-Hybrid,99,29.4921875,1.3447835538934325,1.640760026798768,520,6.0,3.340831781052185
12,test,XGB,90,20.899999618530273,1.9488086700439453,2.51705692835838,5205,,
12,test,XGB,95,24.399999618530273,2.0910892486572266,2.6933546833885442,2609,,
12,test,XGB,99,29.4921875,2.0005977153778076,2.393597319591776,520,,
24,test,Huber,90,20.899999618530273,1.9795275589587058,2.547152424490299,5205,,
24,test,Huber,95,24.399999618530273,1.9644462906129887,2.5336009755536484,2609,,
24,test,Huber,99,29.4921875,1.873124820383762,2.229083528990749,520,,
24,test,Huber-Graph,90,20.899999618530273,2.092118173687778,2.640643399135866,5205,3.0,
24,test,Huber-Graph,95,24.399999618530273,2.0914817407331934,2.6223997627261206,2609,3.0,
24,test,Huber-Graph,99,29.4921875,1.9718940347894693,2.2287387063891404,520,3.0,
24,test,Hybrid,90,20.899999618530273,2.253432850723922,2.9427697509601973,5205,3.0,
24,test,Hybrid,95,24.399999618530273,2.1750206376535437,2.8535814619384774,2609,3.0,
24,test,Hybrid,99,29.4921875,1.1037377706435232,1.3719711915628283,520,3.0,
24,test,RF,90,20.899999618530273,2.070813448821531,2.5552851166178714,5205,,
24,test,RF,95,24.399999618530273,2.031596755251985,2.5446883198437997,2609,,
24,test,RF,99,29.4921875,1.9441246923327282,2.3031137531690176,520,,
24,test,Ridge,90,20.899999618530273,2.0420358180999756,2.564536797116518,5205,,
24,test,Ridge,95,24.399999618530273,2.0698461532592773,2.596176942358501,2609,,
24,test,Ridge,99,29.4921875,2.115804433822632,2.4473819446244054,520,,
24,test,SG-Huber,90,20.899999618530273,2.0924595616424733,2.643410921355714,5205,3.0,
24,test,SG-Huber,95,24.399999618530273,2.0878844971979773,2.620412707312175,2609,3.0,
24,test,SG-Huber,99,29.4921875,1.952789294400116,2.2134152633052078,520,3.0,
24,test,SG-Ridge,90,20.899999618530273,2.1358346939086914,2.660100233297645,5205,3.0,
24,test,SG-Ridge,95,24.399999618530273,2.180060386657715,2.680033313914248,2609,3.0,
24,test,SG-Ridge,99,29.4921875,2.1827621459960938,2.4321617946763734,520,3.0,
24,test,Tuned-Huber-Graph,90,20.899999618530273,2.092339772042592,2.6422199462072005,5205,3.0,3.1609393775033103
24,test,Tuned-Huber-Graph,95,24.399999618530273,2.089539963290197,2.621424882761115,2609,3.0,3.1609393775033103
24,test,Tuned-Huber-Graph,99,29.4921875,1.964218027693968,2.2230399579943514,520,3.0,3.1609393775033103
24,test,Tuned-Hybrid,90,20.899999618530273,2.321322805598823,3.083027665852982,5205,3.0,3.1609393775033103
24,test,Tuned-Hybrid,95,24.399999618530273,2.2880435644962542,3.0374648825270585,2609,3.0,3.1609393775033103
24,test,Tuned-Hybrid,99,29.4921875,1.1500684497364542,1.4023739806011946,520,3.0,3.1609393775033103
24,test,XGB,90,20.899999618530273,2.1880242824554443,2.7112824058442757,5205,,
24,test,XGB,95,24.399999618530273,2.2053539752960205,2.7728740280927635,2609,,
24,test,XGB,99,29.4921875,2.056328773498535,2.394802756420032,520,,
